talk_id,title,description,speaker,recorded_date,published_date,event,duration,topic_names,views,files
2204,Think your email's private? Think again,"Sending an email message is like sending a postcard, says scientist Andy Yen in this thought-provoking talk: Anyone can read it. Yet encryption, the technology that protects the privacy of email communication, does exist. It's just that until now it has been difficult to install and a hassle to use. Showing a demo of an email program he designed with colleagues at CERN, Yen argues that encryption can be made simple to the point of becoming the default option, providing true email privacy to all.",Andy Yen,2014-10-08,2015-03-05T16:00:05Z,TEDGlobal 2014,719,"technology,communication,Internet,surveillance,encryption,online privacy",1915811,
24180,Why sitting is bad for you,"Sitting down for brief periods can help us recover from stress or recuperate from exercise. But nowadays, our lifestyles make us sit much more than we move around. Are our bodies built for such a sedentary existence? Murat Dalkilinç investigates the hidden risks of sitting down. [Directed by Oxbow Creative, narrated by Addison Anderson].",Murat Dalkilinç,2015-03-05,2019-02-15T17:38:52Z,TED-Ed,290,"health,public health,TED-Ed,animation,human body,exercise",9499291,
2213,"In praise of macro -- yes, macro -- finance in Africa","In this short, provocative talk, financier Sangu Delle questions whether microfinance — small loans to small entrepreneurs -- is the best way to drive growth in developing countries. ""We seem to be fixated on this romanticized idea that every poor person in Africa is an entrepreneur,” he says. ""Yet, my work has taught me that most people want jobs.” Delle, a TED Fellow, makes the case for supporting large companies and factories — and clearing away the obstacles to pan-African trade.",Sangu Delle,2014-10-06,2015-03-09T14:47:15Z,TEDGlobal 2014,343,"economics,entrepreneur,Africa,TED Fellows,investing",1282758,
2124,4 lessons I learned from taking a stand against drugs and gun violence,"Throughout her career in banking Ilona Szabó de Carvalho never imagined she'd someday start a social movement. But living in her native Brazil, which leads the world in homicidal violence, she realized she couldn't just stand by and watch drugs and guns tear her country apart. Szabó de Carvalho reveals four crucial lessons she learned when she left her cushy job and took a fearless stand against the status quo.",Ilona Szabó de Carvalho,2014-10-28,2015-03-06T15:57:56Z,TEDGlobal 2014,809,"global issues,Brazil,violence,policy,drugs",1239851,
2183,Why the buildings of the future will be shaped by ... you,"""Architecture is not about math or zoning -- it's about visceral emotions,"" says Marc Kushner. In a sweeping — often funny — talk, he zooms through the past thirty years of architecture to show how the public, once disconnected, have become an essential part of the design process. With the help of social media, feedback reaches architects years before a building is even created. The result? Architecture that will do more for us than ever before.",Marc Kushner,2014-03-10,2015-03-10T15:02:19Z,TED2014,1075,"design,architecture,TED Books,social media",4152567,
2207,What I learned as a kid in jail,"As a teenager, Ismael Nazario was sent to New York’s Rikers Island jail, where he spent 300 days in solitary confinement -- all before he was ever convicted of a crime. Now as a prison reform advocate he works to change the culture of American jails and prisons, where young people are frequently subjected to violence beyond imagination. Nazario tells his chilling story and suggests ways to help, rather than harm, teens in jail.",Ismael Nazario,2014-11-01,2015-03-11T15:22:57Z,TEDxNewYork,673,"cities,social change,activism,violence,crime,prison,TEDx,youth",1610026,
2208,Play this word game to come up with original ideas,"Shimpei Takahashi always dreamed of designing toys. But when he started work as a toy developer, he found that the pressure to produce squashed his creativity. In this short, funny talk, Takahashi describes how he got his ideas flowing again, and shares a simple word game anyone can play to generate new ideas. (In Japanese with English subtitles.)",Shimpei Takahashi,2013-05-31,2015-03-12T14:57:22Z,TEDxTokyo,330,"design,creativity,gaming,TEDx,toys",2024592,
2210,How to manage for collective creativity,"What's the secret to unlocking the creativity hidden inside your daily work, and giving every great idea a chance? Harvard professor Linda Hill, co-author of ""Collective Genius,"" has studied some of the world's most creative companies to come up with a set of tools and tactics to keep great ideas flowing -- from everyone in the company, not just the designated ""creatives.""",Linda Hill,2014-09-12,2015-03-13T14:58:39Z,TEDxCambridge,1027,"business,collaboration,creativity,leadership,TEDx",2968282,
24183,The real story behind Archimedes' Eureka!,"When you think of Archimedes' Eureka moment, you probably imagine a man in a bathtub, right? As it turns out, there's much more to the story. Armand D'Angour tells the story of Archimedes' biggest assignment -- an enormous floating palace commissioned by a king -- that helped him find Eureka. [Directed by Zedem Media, narrated by Addison Anderson]. ",Armand D'Angour,2015-03-13,2019-03-22T18:26:55Z,TED-Ed,266,"technology,design,engineering,architecture,creativity,history,philosophy,language,ancient world,TED-Ed,animation",4299571,
2211,I was held hostage for 317 days. Here's what I thought about…,"Vincent Cochetel was held hostage for 317 days in 1998, while working for the UN High Commissioner on Refugees in Chechnya. For the first time, he recounts the experience — from what it was like to live in a dark, underground chamber, chained to his bed, to the unexpected conversations he had with his captors. With lyricism and power, he explains why he continues his work today. Since 2000, attacks on humanitarian aid workers have tripled — and he wonders what that rise may signal to the world.",Vincent Cochetel,2014-12-11,2015-03-16T15:01:29Z,TEDxPlaceDesNations,1177,"global issues,war,TEDx",1219146,
2755,Why it's so hard to cure HIV/AIDS,"In 2008, something incredible happened: a man was cured of HIV. In over 70 million HIV cases, this was a first, and, so far, a last, and we don't yet understand exactly how he was cured. But if we can cure people of various diseases, like malaria and hepatitis C, why can't we cure HIV? Janet Iwasa examines the specific traits of the HIV virus that make it so difficult to cure. ",Janet Iwasa,2015-03-16,2017-09-07T20:33:12Z,TED-Ed,256,"science,education,disease,health,health care,biology,AIDS,illness,public health,virus,medical research,TED-Ed,animation,human body,LGBTQIA+",3068952,
2214,The good news about PMS,"Everybody knows that most women go a little crazy right before they get their period, that their reproductive hormones cause their emotions to fluctuate wildly. Except: There's very little scientific consensus about premenstrual syndrome. Says psychologist Robyn Stein DeLuca, science doesn't agree on the definition, cause, treatment or even existence of PMS. She explores what we know and don't know about it -- and why the popular myth has persisted.",Robyn Stein DeLuca,2014-11-19,2015-03-17T15:32:30Z,TEDxSBU,874,"psychology,women,depression,TEDx",1620110,
2215,Can we create new senses for humans?,"As humans, we can perceive less than a ten-trillionth of all light waves. ""Our experience of reality,"" says neuroscientist David Eagleman, ""is constrained by our biology."" He wants to change that. His research into our brain processes has led him to create new interfaces -- such as a sensory vest -- to take in previously unseen information about the world around us.",David Eagleman,2015-03-17,2015-03-18T16:10:45Z,TED2015,1225,"technology,brain,blindness",3530534,
2216,What if 3D printing was 100x faster?,"What we think of as 3D printing, says Joseph DeSimone, is really just 2D printing over and over ... slowly. Onstage at TED2015, he unveils a bold new technique -- inspired, yes, by Terminator 2 -- that's 25 to 100 times faster, and creates smooth, strong parts. Could it finally help to fulfill the tremendous promise of 3D printing?",Joseph DeSimone,2015-03-16,2015-03-19T18:37:34Z,TED2015,633,"technology,design,demo,3D printing,manufacturing",4234476,
